Acetobacter_pasteurianus_386B 1 365218 408084
Acetobacter_pasteurianus_386B 2 2085701 2111307
Acetobacter_pasteurianus_386B 3 2505020 2520515
Acetobacter_pasteurianus_IFO_3283-01-42C 1 531141 556726
Acetobacter_pasteurianus_IFO_3283-01-42C 2 858568 892601
Acetobacter_pasteurianus_IFO_3283-01-42C 3 962230 993341
Acetobacter_pasteurianus_IFO_3283-01-42C 4 2088455 2118791
Acetobacter_pasteurianus_IFO_3283-01-42C 5 2483938 2503587
Acetobacter_pasteurianus_IFO_3283-01-42C 6 173313 174803
Acetobacter_pasteurianus_IFO_3283-01 1 531141 559554
Acetobacter_pasteurianus_IFO_3283-01 2 858568 894451
Acetobacter_pasteurianus_IFO_3283-01 3 962230 994992
Acetobacter_pasteurianus_IFO_3283-01 4 2180709 2211045
Acetobacter_pasteurianus_IFO_3283-01 5 2575087 2598523
Acetobacter_pasteurianus_IFO_3283-01 6 173313 174803
Acetobacter_pasteurianus_IFO_3283-03 1 531135 558979
Acetobacter_pasteurianus_IFO_3283-03 2 858562 894445
Acetobacter_pasteurianus_IFO_3283-03 3 960509 994986
Acetobacter_pasteurianus_IFO_3283-03 4 2182597 2218564
Acetobacter_pasteurianus_IFO_3283-03 5 2576294 2597690
Acetobacter_pasteurianus_IFO_3283-03 6 173313 174803
Acetobacter_pasteurianus_IFO_3283-07 1 531135 559548
Acetobacter_pasteurianus_IFO_3283-07 2 858562 894445
Acetobacter_pasteurianus_IFO_3283-07 3 962224 994986
Acetobacter_pasteurianus_IFO_3283-07 4 2180691 2211009
Acetobacter_pasteurianus_IFO_3283-07 5 2573636 2595032
Acetobacter_pasteurianus_IFO_3283-07 6 173313 174803
Acetobacter_pasteurianus_IFO_3283-12 1 531135 558979
Acetobacter_pasteurianus_IFO_3283-12 2 858562 894445
Acetobacter_pasteurianus_IFO_3283-12 3 962224 994986
Acetobacter_pasteurianus_IFO_3283-12 4 2180686 2211004
Acetobacter_pasteurianus_IFO_3283-12 5 2572999 2595027
Acetobacter_pasteurianus_IFO_3283-12 6 173313 174803
Acetobacter_pasteurianus_IFO_3283-22 1 531135 559548
Acetobacter_pasteurianus_IFO_3283-22 2 858562 893442
Acetobacter_pasteurianus_IFO_3283-22 3 962224 994986
Acetobacter_pasteurianus_IFO_3283-22 4 2183329 2213647
Acetobacter_pasteurianus_IFO_3283-22 5 2576274 2597341
Acetobacter_pasteurianus_IFO_3283-22 6 173313 174803
Acetobacter_pasteurianus_IFO_3283-26 1 531135 558979
Acetobacter_pasteurianus_IFO_3283-26 2 858562 894445
Acetobacter_pasteurianus_IFO_3283-26 3 962224 994986
Acetobacter_pasteurianus_IFO_3283-26 4 2183371 2213689
Acetobacter_pasteurianus_IFO_3283-26 5 2576316 2597383
Acetobacter_pasteurianus_IFO_3283-26 6 173313 174803
Acetobacter_pasteurianus_IFO_3283-32 1 531135 559548
Acetobacter_pasteurianus_IFO_3283-32 2 858562 894445
Acetobacter_pasteurianus_IFO_3283-32 3 960509 994986
Acetobacter_pasteurianus_IFO_3283-32 4 2179952 2211022
Acetobacter_pasteurianus_IFO_3283-32 5 2573649 2606152
Acetobacter_pasteurianus_IFO_3283-32 6 173313 174803
Acetobacterium_woodii_DSM_1030 1 1631 27278
Acetobacterium_woodii_DSM_1030 2 146604 159614
Acetobacterium_woodii_DSM_1030 3 1133851 1153151
Acetobacterium_woodii_DSM_1030 4 1231159 1298833
Acetobacterium_woodii_DSM_1030 5 2277698 2320734
Acetobacterium_woodii_DSM_1030 6 2920763 2941876
Acetobacterium_woodii_DSM_1030 7 3022444 3040178
Acetobacterium_woodii_DSM_1030 8 3301848 3325617
Acetobacterium_woodii_DSM_1030 9 3570879 3605016
Acetobacterium_woodii_DSM_1030 10 3976276 4044414
Acholeplasma_laidlawii_PG-8A 1 66914 105019
Acholeplasma_laidlawii_PG-8A 2 606591 656430
Acholeplasma_laidlawii_PG-8A 3 942208 962113
Achromobacter_xylosoxidans_A8 1 188216 199562
Achromobacter_xylosoxidans_A8 2 1115874 1183635
Achromobacter_xylosoxidans_A8 3 2165087 2203769
Achromobacter_xylosoxidans_A8 4 2946722 2965570
Achromobacter_xylosoxidans_A8 5 4295396 4341636
Achromobacter_xylosoxidans_A8 6 4936667 4958269
Achromobacter_xylosoxidans_A8 7 6909215 6936422
Achromobacter_xylosoxidans_A8 8 60 14311
Achromobacter_xylosoxidans_A8 9 129888 159757
Acidiphilium_cryptum_JF-5 1 1737 22554
Acidiphilium_cryptum_JF-5 2 2111741 2146615
Acidiphilium_cryptum_JF-5 3 2521571 2557940
Acidiphilium_cryptum_JF-5 4 2757904 2784160
Acidiphilium_cryptum_JF-5 5 2959928 2973747
Acidiphilium_cryptum_JF-5 6 32747 41757
Acidiphilium_cryptum_JF-5 7 66 8681
Acidiphilium_cryptum_JF-5 8 288 5613
Acidiphilium_cryptum_JF-5 9 1129 4822
Acidithiobacillus_ferrivorans_SS3 1 414671 475348
Acidithiobacillus_ferrivorans_SS3 2 797326 806626
Acidithiobacillus_ferrivorans_SS3 3 1503874 1508785
Acidithiobacillus_ferrivorans_SS3 4 1540700 1552703
Acidithiobacillus_ferrivorans_SS3 5 1630573 1658792
Acidithiobacillus_ferrivorans_SS3 6 1725667 1745057
Acidithiobacillus_ferrivorans_SS3 7 1874046 1965551
Acidithiobacillus_ferrivorans_SS3 8 2487898 2495396
Acidithiobacillus_ferrivorans_SS3 9 2519419 2533787
Acidithiobacillus_ferrivorans_SS3 10 2673243 2701114
Acidithiobacillus_ferrivorans_SS3 11 2862264 2906059
Acidithiobacillus_ferrivorans_SS3 12 2942308 3003843
Acidithiobacillus_ferrivorans_SS3 13 3056645 3063794
Acidithiobacillus_ferrooxidans_ATCC_23270 1 275372 308544
Acidithiobacillus_ferrooxidans_ATCC_23270 2 432519 446436
Acidithiobacillus_ferrooxidans_ATCC_23270 3 909231 931095
Acidithiobacillus_ferrooxidans_ATCC_23270 4 970958 1025762
Acidithiobacillus_ferrooxidans_ATCC_23270 5 1087692 1154420
Acidithiobacillus_ferrooxidans_ATCC_23270 6 1315968 1329920
Acidithiobacillus_ferrooxidans_ATCC_23270 7 2195678 2200381
Acidithiobacillus_ferrooxidans_ATCC_23270 8 2318273 2338275
Acidithiobacillus_ferrooxidans_ATCC_23270 9 2711949 2749850
Acidithiobacillus_ferrooxidans_ATCC_23270 10 2824988 2850267
Acidobacterium_capsulatum_ATCC_51196 1 287280 314908
Acidobacterium_capsulatum_ATCC_51196 2 421428 465293
Acidobacterium_capsulatum_ATCC_51196 3 1110539 1126928
Acidobacterium_capsulatum_ATCC_51196 4 1694748 1728236
Acidobacterium_capsulatum_ATCC_51196 5 2956432 2973159
Acidovorax_citrulli_AAC00-1 1 363903 382723
Acidovorax_citrulli_AAC00-1 2 665562 676861
Acidovorax_citrulli_AAC00-1 3 1771737 1872188
Acidovorax_citrulli_AAC00-1 4 1913414 1945045
Acidovorax_citrulli_AAC00-1 5 2562151 2628861
Acidovorax_citrulli_AAC00-1 6 2952198 2979112
Acidovorax_citrulli_AAC00-1 7 3196310 3235420
Acidovorax_citrulli_AAC00-1 8 4554214 4590009
Acidovorax_sp._JS42 1 285449 301252
Acidovorax_sp._JS42 2 406002 408746
Acidovorax_sp._JS42 3 974991 1007972
Acidovorax_sp._JS42 4 1346039 1393396
Acidovorax_sp._JS42 5 1463924 1600099
Acidovorax_sp._JS42 6 2864825 2889182
Acidovorax_sp._JS42 7 28590 60800
Acidovorax_sp._KKS102 1 397437 416040
Acidovorax_sp._KKS102 2 971842 984967
Acidovorax_sp._KKS102 3 1283645 1306159
Acidovorax_sp._KKS102 4 1354524 1379142
Acidovorax_sp._KKS102 5 1587716 1593968
Acidovorax_sp._KKS102 6 1653863 1665542
Acidovorax_sp._KKS102 7 1845932 1901603
Acidovorax_sp._KKS102 8 2116092 2158396
Acidovorax_sp._KKS102 9 2636198 2647027
Acidovorax_sp._KKS102 10 3091512 3116291
Acidovorax_sp._KKS102 11 3942156 3981147
Acidovorax_sp._KKS102 12 4749485 4762501
Acinetobacter_baumannii_BJAB07104 1 1002374 1042996
Acinetobacter_baumannii_BJAB07104 2 1235448 1318810
Acinetobacter_baumannii_BJAB07104 3 1606687 1648534
Acinetobacter_baumannii_BJAB07104 4 3532638 3538690
Acinetobacter_baumannii_BJAB0715 1 981705 1022865
Acinetobacter_baumannii_BJAB0715 2 1235247 1283035
Acinetobacter_baumannii_BJAB0715 3 2442689 2476427
Acinetobacter_baumannii_BJAB0715 4 2538233 2584312
Acinetobacter_baumannii_BJAB0715 5 3558892 3565231
Acinetobacter_baumannii_BJAB0868 1 998073 1041898
Acinetobacter_baumannii_BJAB0868 2 1235399 1270028
Acinetobacter_baumannii_BJAB0868 3 3175265 3227793
Acinetobacter_baumannii_BJAB0868 4 3488998 3499478
Acinetobacter_oleivorans_DR1 1 454823 467361
Acinetobacter_oleivorans_DR1 2 1600740 1631420
Acinetobacter_oleivorans_DR1 3 1660708 1679770
Acinetobacter_oleivorans_DR1 4 2324002 2340870
Acinetobacter_oleivorans_DR1 5 3185496 3224673
Acinetobacter_sp._ADP1 1 558138 573200
Acinetobacter_sp._ADP1 2 1850257 1858156
Acinetobacter_sp._ADP1 3 2122555 2169436
Acinetobacter_sp._ADP1 4 2312018 2328464
Acinetobacter_sp._ADP1 5 2643220 2665442
Acinetobacter_sp._ADP1 6 3118628 3140220
Actinoplanes_friuliensis_DSM_7358 1 976457 1014001
Actinoplanes_friuliensis_DSM_7358 2 1431545 1450335
Actinoplanes_friuliensis_DSM_7358 3 2172529 2191518
Actinoplanes_friuliensis_DSM_7358 4 8810868 8833860
Actinoplanes_missouriensis_431 1 256404 289350
Actinoplanes_missouriensis_431 2 636827 670292
Actinoplanes_missouriensis_431 3 2146763 2231588
Actinoplanes_sp._N902-109 1 362388 405359
Actinoplanes_sp._N902-109 2 989944 1036896
Actinoplanes_sp._N902-109 3 6878838 6912692
Actinoplanes_sp._N902-109 4 8689157 8715174
Advenella_kashmirensis_WT001 1 1250103 1263955
Advenella_kashmirensis_WT001 2 1621444 1639267
Advenella_kashmirensis_WT001 3 1710503 1715203
Advenella_kashmirensis_WT001 4 2274772 2330293
Advenella_kashmirensis_WT001 5 2723590 2745997
Advenella_kashmirensis_WT001 6 3467942 3492079
Advenella_kashmirensis_WT001 7 4144209 4169169
Advenella_kashmirensis_WT001 8 4195316 4249741
Advenella_kashmirensis_WT001 9 4287373 4301601
Advenella_kashmirensis_WT001 10 24833 47772
Advenella_mimigardefordensis_DPN7 1 82308 88575
Advenella_mimigardefordensis_DPN7 2 1192188 1245481
Advenella_mimigardefordensis_DPN7 3 2584692 2600997
Advenella_mimigardefordensis_DPN7 4 3324909 3331627
Advenella_mimigardefordensis_DPN7 5 4051193 4080202
Advenella_mimigardefordensis_DPN7 6 4495272 4515737
Advenella_mimigardefordensis_DPN7 7 4541515 4593867
