Acidobacteria_bacterium_Mor1_sequence 1
Acinetobacter_venetianus_VE-C3_chromosome_Acinetobacter_venetianus_VE-C3_plasmid_pAV3 6
Actinoalloteichus_fjordicus_strain_ADI127-7_chromosome 0
Actinoalloteichus_sp_AHMU_CJ021_chromosome 1
Actinoalloteichus_sp_GBA129-24_chromosome_Actinoalloteichus_sp_GBA129-24_plasmid_pGBA129-24a 2
Aeromonas_salmonicida_strain_S68_chromosome_Aeromonas_salmonicida_strain_S68_plasmid_pS68-1_Aeromonas_salmonicida_strain_S68_plasmid_pS68-2_Aeromonas_salmonicida_strain_S68_plasmid_pS68-3_Aeromonas_salmonicida_strain_S68_plasmid_pS68-4 25
Agarivorans_gilvus_strain_WH0801 4
Agrococcus_jejuensis_strain_DSM_22002_chromosome_I 1
Alcaligenes_aquatilis_strain_QD168_chromosome 5
Alcaligenes_faecalis_strain_J481_chromosome 2
Alcanivorax_borkumensis_SK2 1
Alcanivorax_dieselolei_B5 2
Alcanivorax_pacificus_W11-5_chromosome 2
Algibacter_alginicilyticus_strain_HZ22_chromosome 3
Algicoccus_marinus_strain_HZ20_chromosome 7
Aliivibrio_fischeri_ES114_chromosome_I_Aliivibrio_fischeri_ES114_chromosome_II_Aliivibrio_fischeri_ES114_plasmid_pES100 4
Aliivibrio_fischeri_MJ11_chromosome_I_Aliivibrio_fischeri_MJ11_chromosome_II_Aliivibrio_fischeri_MJ11_plasmid_pMJ100 3
Aliivibrio_salmonicida_strain_VS224_chromosome_I_Aliivibrio_salmonicida_strain_VS224_chromosome_II_Aliivibrio_salmonicida_strain_VS224_plasmid_pRVS1-224_Aliivibrio_salmonicida_strain_VS224_plasmid_pVS320-224 26
Aliivibrio_wodanis_genome_assembly_AWOD1_Aliivibrio_wodanis_genome_assembly_AWOD1_Aliivibrio_wodanis_genome_assembly_AWOD1_Aliivibrio_wodanis_genome_assembly_AWOD1_Aliivibrio_wodanis_genome_assembly_AWOD1_Aliivibrio_wodanis_genome_assembly_AWOD1 9
Alpha_proteobacterium_HIMB5 3
Alpha_proteobacterium_HIMB59 2
Altererythrobacter_atlanticus_strain_26DY36_chromosome_Altererythrobacter_atlanticus_strain_26DY36_plasmid_unnamed 2
Altererythrobacter_dongtanensis_strain_KCTC_22672 1
Altererythrobacter_ishigakiensis_strain_NBRC_107699_chromosome 1
Altererythrobacter_namhicola_strain_JCM_16345_chromosome 2
Altererythrobacter_sp_B11 4
Alteromonas_australica_strain_DE170_chromosome 1
Alteromonas_macleodii_ATCC_27126 1
Alteromonas_mediterranea_615_Alteromonas_mediterranea_615_plasmid_unnamed 2
Alteromonas_mediterranea_DE1_Alteromonas_mediterranea_DE1_plasmid_pAMDE1 6
Alteromonas_mediterranea_MED64 1
Alteromonas_mediterranea_U7 1
Alteromonas_mediterranea_U8 1
Alteromonas_mediterranea_UM4b 4
Alteromonas_mediterranea_UM7_Alteromonas_mediterranea_UM7_plasmid_unnamed 5
Alteromonas_mediterranea_strain_RG65_chromosome_Alteromonas_mediterranea_strain_RG65_plasmid_MRG65-300 2
Alteromonas_naphthalenivorans 5
Alteromonas_sp_BL110_chromosome 1
Alteromonas_sp_MB-3u-76_chromosome 12
Alteromonas_sp_RW2A1_genome 1
Alteromonas_stellipolaris_LMG_21856_chromosome 2
Alteromonas_stellipolaris_strain_PQQ-42 3
Alteromonas_stellipolaris_strain_PQQ-44 319
Amycolatopsis_albispora_strain_WP1_chromosome 1
Anoxybacter_fermentans_strain_DY22613_chromosome 11
Aquiflexum_balticum_DSM_16537_chromosome_I 8
Aquimarina_sp_AD10_chromosome 1
Aquimarina_sp_AD1_chromosome 1
Aquimarina_sp_BL5_chromosome 1
Arcanobacterium_phocae_strain_DSM_10002_chromosome_I 3
Archaeoglobus_fulgidus_DSM_4304 1
Archaeoglobus_profundus_DSM_5631_Archaeoglobus_profundus_DSM_5631_plasmid_pArcpr01 2
Archaeoglobus_veneficus_SNP6 1
Arcobacter_peruensis_strain_PSE-93_chromosome 3
Arcticibacterium_luteifluviistationis_strain_SM1504T_chromosome 1
Arthrobacter_sp_PAMC_25486_chromosome 3
Arthrospira_sp_TJSD092_chromosome 26
Aureitalea_sp_RR4-38_chromosome 1
Bacillus_amyloliquefaciens_strain_SH-B74_chromosome_Bacillus_amyloliquefaciens_strain_SH-B74_plasmid_pSH-B74 7
Bacillus_anthracis_strain_MCCC_1A01412_chromosome_Bacillus_anthracis_strain_MCCC_1A01412_plasmid_p1_Bacillus_anthracis_strain_MCCC_1A01412_plasmid_p2 7
Bacillus_anthracis_strain_MCCC_1A02161_chromosome 5
Bacillus_cereus_strain_CC-1_chromosome_Bacillus_cereus_strain_CC-1_plasmid_p1_Bacillus_cereus_strain_CC-1_plasmid_p2_Bacillus_cereus_strain_CC-1_plasmid_p3_Bacillus_cereus_strain_CC-1_plasmid_p4 4
Bacillus_safensis_strain_KCTC_12796BP_chromosome_Bacillus_safensis_strain_KCTC_12796BP_plasmid_pBPL056 12
Bacillus_sp_Pc3 307
Bacillus_sp_Y-01_chromosome 2
Bacillus_velezensis_strain_9912D_chromosome_Bacillus_velezensis_strain_9912D_plasmid_p9912D 14
Bacillus_weihaiensis_strain_Alg07_chromosome_Bacillus_weihaiensis_strain_Alg07_plasmid_unnamed 3
Bacterioplanes_sanyensis_strain_NV9_chromosome 7
Bathymodiolus_thermophilus_thioautotrophic_gill_symbiont_strain 7
Bdellovibrio_bacteriovorus_strain_109J_chromosome 2
Belliella_baltica_DSM_15883 12
Bernardetia_litoralis_DSM_6794 2
Brucella_ceti_TE10759-12_chromosome_1_Brucella_ceti_TE10759-12_chromosome_2 2
