Acaryochloris_marina_MBIC11017 1 342942 355623
Acaryochloris_marina_MBIC11017 2 1746387 1768964
Acaryochloris_marina_MBIC11017 3 1896813 1921134
Acaryochloris_marina_MBIC11017 4 2261480 2269363
Acaryochloris_marina_MBIC11017 5 3666438 3689723
Acaryochloris_marina_MBIC11017 6 4197555 4211114
Acaryochloris_marina_MBIC11017 7 4718592 4769344
Acaryochloris_marina_MBIC11017 8 6243719 6256573
Acaryochloris_marina_MBIC11017 9 313869 356405
Acaryochloris_marina_MBIC11017 10 52613 67598
Acaryochloris_marina_MBIC11017 11 156048 174872
Acaryochloris_marina_MBIC11017 12 221524 234504
Acaryochloris_marina_MBIC11017 13 6377 48877
Acaryochloris_marina_MBIC11017 14 82170 96839
Acaryochloris_marina_MBIC11017 15 125317 138951
Acaryochloris_marina_MBIC11017 16 105464 131598
Acaryochloris_marina_MBIC11017 17 144215 168918
Acaryochloris_marina_MBIC11017 18 164223 172126
Aciduliprofundum_boonei_T469 1 1439331 1460855
Aciduliprofundum_sp_MAR08-339 1 157359 183794
Aciduliprofundum_sp_MAR08-339 2 1000981 1004660
Acinetobacter_venetianus_VE-C3_chromosome 1 1174406 1193494
Acinetobacter_venetianus_VE-C3_chromosome 2 1385482 1399116
Acinetobacter_venetianus_VE-C3_chromosome 3 2572980 2599059
Actinoalloteichus_fjordicus_strain_ADI127-7_chromosome 1 510002 528093
Actinoalloteichus_fjordicus_strain_ADI127-7_chromosome 2 635498 681773
Actinoalloteichus_fjordicus_strain_ADI127-7_chromosome 3 1698764 1706261
Actinoalloteichus_fjordicus_strain_ADI127-7_chromosome 4 2447706 2457461
Actinoalloteichus_fjordicus_strain_ADI127-7_chromosome 5 4960821 4969933
Actinoalloteichus_fjordicus_strain_ADI127-7_chromosome 6 5766707 5790256
Actinoalloteichus_hymeniacidonis_strain_HPA177(T)_(=DSM_45092(T)) 1 481645 503282
Actinoalloteichus_hymeniacidonis_strain_HPA177(T)_(=DSM_45092(T)) 2 607886 658227
Actinoalloteichus_hymeniacidonis_strain_HPA177(T)_(=DSM_45092(T)) 3 5017612 5046585
