Absiella_sp_AM09_45_AM09_45Scaf1 4
Absiella_sp_AM09_50_AM09_50Scaf1 4
Absiella_sp_AM10_20_AM10_20Scaf1 4
Absiella_sp_AM29_15_AM29_15Scaf1 2
Anaerobutyricum_hallii_strain_AM34_3LB_AM34_3LBScaf1 3
Anaerofustis_stercorihominis_strain_AM25_6_AM25_6Scaf10 3
Anaerotruncus_colihominis_strain_TF05_12AC_TF05_12ACScaf1 5
Anaerotruncus_sp_AF02_27_AF02_27Scaf1 6
Bacteroides_caccae_strain_AM26_6LB_AM26_6LBScaf1 1
Bacteroides_caccae_strain_AM31_16AC_AM31_16ACScaf1 3
Bacteroides_cellulosilyticus_strain_AF22_3AC_AF22_3ACScaf1 1
Bacteroides_eggerthii_strain_AF18_1_AF18_1Scaf1 2
Bacteroides_eggerthii_strain_AF33_15AC_AF33_15ACScaf1 0
Bacteroides_eggerthii_strain_AM14_12_AM14_12Scaf1 0
Bacteroides_eggerthii_strain_AM38_13_AM38_13Scaf1 0
Bacteroides_eggerthii_strain_AM42_16_AM42_16Scaf1 0
Bacteroides_fragilis_strain_AF14_14AC_AF14_14ACScaf1 2
Bacteroides_fragilis_strain_AF14_26_AF14_26Scaf1 2
Bacteroides_fragilis_strain_AF27_10_AF27_10Scaf1 1
Bacteroides_fragilis_strain_AF32_10_AF32_10Scaf1 2
Bacteroides_fragilis_strain_AF46_2GN_AF46_2GNScaf1 0
Bacteroides_fragilis_strain_AM15_16_AM15_16Scaf1 1
Bacteroides_fragilis_strain_AM31_13AC_AM31_13ACScaf1 0
Bacteroides_fragilis_strain_CF01_8_CF01_8Scaf1 1
Bacteroides_fragilis_strain_OM06_30AC_OM06_30ACScaf1 1
Bacteroides_fragilis_strain_TF05_31_TF05_31Scaf1 2
Bacteroides_fragilis_strain_TF09_1_TF09_1Scaf1 3
Bacteroides_fragilis_strain_TM08_15_TM08_15Scaf1 1
Bacteroides_intestinalis_strain_AM15_15_AM15_15Scaf1 1
Bacteroides_intestinalis_strain_AM27_2_AM27_2Scaf1 1
Bacteroides_intestinalis_strain_AM43_4_AM43_4Scaf1 1
Bacteroides_ovatus_strain_AF29_12_AF29_12Scaf1 3
Bacteroides_ovatus_strain_AM14_35_AM14_35Scaf1 5
Bacteroides_ovatus_strain_AM14_40_AM14_40Scaf1 5
Bacteroides_ovatus_strain_AM17_48_AM17_48Scaf1 3
Bacteroides_ovatus_strain_TM07_20_TM07_20Scaf1 3
